account_no,tranpostdt,account_type,address_line1,address_line2,address_type,amount,amount_type,bucket,cardnum,city,country_code,country_name,customers,first_name,full_name,last_name,location,merchantctgydesc,merchantctygcd,merchantname,middle_name,origtranamt,referencekeytype,referencekeyvalue,solr_query,state_abbreviation,tags,tranamt,trancd,trandescription,tranexpdt,tranid,traninitdt,transrespcd,transrespdesc,transresptype,transrsncd,transrsndesc,transrsntype,transtat,trantype,zipcode,zipcode4
3fd7c044-6618-484d-83ea-4101460f0233,2017-09-19 20:42:57.696+0000,,Line1-1034726,,Residence,160.594065268388,Credit,1,da5ae02e-e3bd-45cd-bf51-8c43b90ccbf0,Bloomington,00,USA,,Miles,Miles John 34726,34726,Rockford,Miscellaneous Home Furnishing Specialty Stores,5719,B&Q,John,160.59406526838816,reftype,thisRef,,IL,"{'Diy', 'Home'}",160.594065268388,tranCd1,this is the transaction description,2017.09.19.15.42.57,6042e0be-6b42-4b1e-9964-ec5798a4bbd0,2017-09-19 20:42:57.696+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,61704,61704-1234
eb9f6e94-0730-4d9f-8c10-c65068443163,2017-09-18 08:34:55.680+0000,,Line1-1014684,,Residence,175.339957354349,Credit,1,b166b1d9-b1c4-4302-8ee3-864ed2af6434,Edina,00,USA,,Louisa,Louisa Amy 14684,14684,Rockford,Direct Marketing – Travel Related Arrangements Services,5962,Carlson Wagonlit Travel,Amy,175.33995735434897,reftype,thisRef,,MN,"{'Travel', 'Work'}",175.339957354349,tranCd1,this is the transaction description,2017.09.18.03.34.55,59b0e6f9-bf25-4ee4-8da4-190da004aed8,2017-09-18 08:34:55.680+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,55435,55435-1234
cd4286b7-8010-4361-bb8a-66b39f306ead,2017-09-17 01:55:35.420+0000,,Line1-1009153,,Mobile,152.733529141388,Credit,1,52a2386a-a115-4b5c-894d-19d74d5bc786,Plymouth,00,USA,,Marcus,Marcus Joseph 09153,09153,Duluth,Men’s and Women’s Clothing Stores,5691,Costa,Joseph,152.73352914138758,reftype,thisRef,,MN,"{'Coffee', 'Work'}",152.733529141388,tranCd1,this is the transaction description,2017.09.16.20.55.35,1ad924f6-8c02-4cd9-b156-dd0c77877f99,2017-09-17 01:55:35.420+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,55441,55441-1234
45024c2f-809f-437f-b54e-e789c9057ef5,2017-09-17 11:53:40.026+0000,,Line1-1043042,,Residence,168.574181718526,Credit,1,665185f5-b7d1-4f7f-a8a5-3ee38098396d,St. Paul,00,USA,,Esmeralda,Esmeralda Mary 43042,43042,St. Paul,Direct Marketing – Travel Related Arrangements Services,5962,Carlson Wagonlit Travel,Mary,168.5741817185256,reftype,thisRef,,MN,"{'Travel', 'Work'}",168.574181718526,tranCd1,this is the transaction description,2017.09.17.06.53.40,7671caba-9501-46fd-b3e1-5b172fba2f8c,2017-09-17 11:53:40.026+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,55101,55101-1234
c4011e16-73cf-44e5-ad8c-3f058c61b42d,2017-09-20 05:35:27.621+0000,,Line1-1012081,,Residence,84.561604670976,Credit,1,d3cfebd2-71cc-4536-ac10-d3e9ae7e22af,Minneapolis,00,USA,,Catherine,Catherine Ann 12081,12081,Chicago,Direct Marketing – Travel Related Arrangements Services,5962,Carlson Wagonlit Travel,Ann,84.56160467097578,reftype,thisRef,,MN,"{'Travel', 'Work'}",84.561604670976,tranCd1,this is the transaction description,2017.09.20.00.35.27,fc53d9ad-b0f6-41be-8d43-4994e7adcd7a,2017-09-20 05:35:27.621+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,55401,55401-1234
6daeb190-ebc0-438a-b572-ebc17143cd76,2017-09-20 11:35:29.269+0000,,Line1-1048457,,Residence,3.984937754192,Credit,1,2a9b5178-6a53-446f-a819-abcc2e4d1b1c,Bloomington,00,USA,,Luis,Luis Javier 48457,48457,Bloomington,Family Clothing Stores,5651,Next,Javier,3.9849377541916753,reftype,thisRef,,MN,"{'Clothes', 'Work'}",3.984937754192,tranCd1,this is the transaction description,2017.09.20.06.35.29,b736cd56-64dc-4753-b474-8cc6db30b469,2017-09-20 11:35:29.269+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,55435,55435-1234
6d016d0a-5866-472c-83dd-ee06b641e5e4,2017-09-20 15:26:10.854+0000,,Line1-1053278,Apt 1053278,Apartment,159.705295039571,Credit,1,41bdde1e-76f0-4b21-a204-aab231437d57,Rockford,00,USA,,Igor,Igor Golov 53278,53278,Champaign,Grocery Stores,5411,Somerfield,Golov,159.70529503957067,reftype,thisRef,,MN,"{'Home', 'Shopping'}",159.705295039571,tranCd1,this is the transaction description,2017.09.20.10.26.10,d520163e-36a5-477f-b241-1537a646e91a,2017-09-20 15:26:10.854+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,61101,61101-1234
ace28752-dd39-4b41-b69e-5187f387590e,2017-09-19 04:40:32.058+0000,,Line1-1076866,,Residence,40.110734358968,Credit,1,7fa22433-11a9-4b17-95ee-3b14202a7a60,Bloomington,00,USA,,Miles,Miles John 76866,76866,Bloomington,Direct Marketing – Catalog Merchant,5964,PC World,John,40.110734358968415,reftype,thisRef,,IL,"{'Home', 'Tech'}",40.110734358968,tranCd1,this is the transaction description,2017.09.18.23.40.32,242cff02-a58d-47bb-896f-4a5c67ddd046,2017-09-19 04:40:32.058+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,61704,61704-1234
acbc7f5c-e9a0-4964-96cf-0a0bec62d97e,2017-09-17 03:08:49.861+0000,,Line1-1093087,,Residence,125.105489518598,Credit,1,32b703b8-2d00-4601-8404-911d392238db,Bloomington,00,USA,,Luis,Luis Javier 93087,93087,Duluth,Electronic Sales,5732,BestBuy,Javier,125.1054895185978,reftype,thisRef,,MN,"{'Tech', 'Work'}",125.105489518598,tranCd1,this is the transaction description,2017.09.16.22.08.49,19c090da-591f-478d-82f9-c4e9d834d4d7,2017-09-17 03:08:49.861+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,55435,55435-1234
201cbaa0-9d40-49d4-877c-faebd4707b1b,2017-09-19 23:04:39.115+0000,,Line1-1074074,,Residence,168.157018137642,Credit,1,260cc03d-f9a3-4065-b8b0-fc4dc8caeb15,Edina,00,USA,,Louisa,Louisa Amy 74074,74074,Duluth,Department Stores,5311,John Lewis,Amy,168.1570181376417,reftype,thisRef,,MN,"{'Home', 'HouseHold'}",168.157018137642,tranCd1,this is the transaction description,2017.09.19.18.04.39,2ca44ea8-a714-4dc6-99f5-251337a5b20c,2017-09-19 23:04:39.115+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,55435,55435-1234
2b6aee96-c0fe-4a7b-b496-dbeb1b4e6525,2017-09-19 10:22:11.081+0000,,Line1-1054847,,Residence,73.570696492689,Credit,1,61dd46d5-bbd8-49cb-9aa5-ca78dad33953,Bloomington,00,USA,,Luis,Luis Javier 54847,54847,Bloomington,Grocery Stores,5411,Spar,Javier,73.57069649268917,reftype,thisRef,,MN,"{'Shopping', 'Work'}",73.570696492689,tranCd1,this is the transaction description,2017.09.19.05.22.11,e4d99347-905e-4a81-81a1-5682f7e72f31,2017-09-19 10:22:11.081+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,55435,55435-1234
746454b7-cb9e-49c6-b1eb-15cdc06ae901,2017-09-19 03:04:32.335+0000,,Line1-1026431,,Residence,84.35274078144,Credit,1,6fb74ff8-a023-4561-9af9-5234f302c525,Minneapolis,00,USA,,Catherine,Catherine Ann 26431,26431,Chicago,Fast Food Restaurants,5814,Starbucks,Ann,84.35274078144002,reftype,thisRef,,MN,"{'Coffee', 'Work'}",84.35274078144,tranCd1,this is the transaction description,2017.09.18.22.04.32,4eb40a7b-d2c3-45b8-beb1-0637561fca60,2017-09-19 03:04:32.335+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,55401,55401-1234
965534bc-560f-4883-92d0-08baf41e068f,2017-09-16 05:15:41.231+0000,,Line1-1088063,,Mobile,181.905266255817,Debit,1,34b99ab9-5f42-4d78-a07d-cc8570c7b874,Plymouth,00,USA,,Marcus,Marcus Joseph 88063,88063,Bloomington,Grocery Stores,5411,Tesco,Joseph,181.90526625581663,reftype,thisRef,,MN,"{'Home', 'Shopping'}",181.905266255817,tranCd1,this is the transaction description,2017.09.16.00.15.41,7c38e98a-defc-4b53-a8a9-620d1e6299ab,2017-09-16 05:15:41.231+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,55441,55441-1234
250437d1-4cbc-4f00-a9d3-bafe29b82a69,2017-09-16 13:59:04.460+0000,,Line1-1085317,,Residence,85.968000635216,Credit,1,db65dd66-3eac-499b-b40a-f38b1eecc9e6,Bloomington,00,USA,,Luis,Luis Javier 85317,85317,Rockford,Department Stores,5311,John Lewis,Javier,85.96800063521562,reftype,thisRef,,MN,"{'Home', 'HouseHold'}",85.968000635216,tranCd1,this is the transaction description,2017.09.16.08.59.04,e4b6a504-4e5d-4456-a757-7256e8ee5a6b,2017-09-16 13:59:04.460+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,55435,55435-1234
98b0212c-a3c1-491b-a91c-99567f197eb7,2017-09-21 02:32:57.855+0000,,Line1-1040536,,Residence,71.803113524713,Credit,1,d0373e69-c44c-4dbb-8710-cbac2ef9fdf2,Bloomington,00,USA,,Miles,Miles John 40536,40536,Champaign,Electronic Sales,5732,BestBuy,John,71.8031135247131,reftype,thisRef,,IL,"{'Tech', 'Work'}",71.803113524713,tranCd1,this is the transaction description,2017.09.20.21.32.57,5c805b73-93a4-4a4a-bdee-c923b68fc7eb,2017-09-21 02:32:57.855+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,61704,61704-1234
98b0212c-a3c1-491b-a91c-99567f197eb7,2017-09-18 19:26:45.252+0000,,Line1-1040536,,Residence,146.987045195336,Credit,1,4f0728a3-1990-4e44-a751-fb3968394bea,Bloomington,00,USA,,Miles,Miles John 40536,40536,Rockford,"Drinking Places, Bars, Taverns, Cocktail lounges, Nightclubs and Discotheques",5813,Local Pub,John,146.9870451953358,reftype,thisRef,,IL,"{'Eating out', 'Work'}",146.987045195336,tranCd1,this is the transaction description,2017.09.18.14.26.45,7a13646f-1c3d-4fe9-bc00-8f076f32b25b,2017-09-18 19:26:45.252+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,61704,61704-1234
52fff93c-47b8-4159-aa9e-2fdbe707ea16,2017-09-18 02:24:29.330+0000,,Line1-1002361,,Residence,163.424579658368,Credit,1,f9c82824-dc8b-4bb5-ab14-64bab9123813,Minneapolis,00,USA,,Catherine,Catherine Ann 02361,02361,Rockford,Grocery Stores,5411,Somerfield,Ann,163.42457965836752,reftype,thisRef,,MN,"{'Home', 'Shopping'}",163.424579658368,tranCd1,this is the transaction description,2017.09.17.21.24.29,5479889d-c294-4c97-82b5-dd779fa38f3c,2017-09-18 02:24:29.330+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,55401,55401-1234
