customer_id,address_line1,address_line2,address_type,bill_pay_enrolled,city,country_code,created_by,created_datetime,custaccounts,customer_nbr,customer_origin_system,customer_status,customer_type,date_of_birth,email_address,first_name,full_name,gender,government_id,government_id_type,last_name,last_updated,last_updated_by,middle_name,phone_numbers,prefix,query_helper_column,solr_query,state_abbreviation,zipcode,zipcode4
1063491,Line1-1063491,,Residence,true,Minneapolis,00,Java Test,2017-09-21 19:01:39.973+0000,"{'08224d0e-48f4-49d8-8bb6-d071ca50b6cb', '33690b70-470d-4f75-8320-4bcc9b2997e1', 'a8f043ca-39dd-4353-bd69-11db87f66016'}",1063491,RCIF,A,Retail,07/14/1984,"[{email_type: 'work', email_address: '1063491@gmail.com', email_status: 'valid'}, {email_type: 'Home', email_address: '1063491@gmail.com', email_status: 'DND'}]",Catherine,Catherine Ann 63491,F,063491,TIN,63491,2017-09-21 19:01:39.973+0000,Java Test,Ann,"[{phone_type: 'work', phone_number: '1063491w'}, {phone_type: 'home', phone_number: '1063491h'}, {phone_type: 'cell', phone_number: '1063491c'}]",Ms,,,MN,55401,55401-1234
1015686,Line1-1015686,,Residence,true,Bloomington,00,Java Test,2017-09-21 19:01:39.973+0000,"{'65360128-96d3-4b83-8838-fdada5daf2f6', '66291298-bafd-4169-b7b0-980e6a713126', '88ca813a-d35f-47db-ae75-25870df0815e'}",1015686,RCIF,A,Retail,08/12/1943,"[{email_type: 'work', email_address: '1015686@gmail.com', email_status: 'valid'}, {email_type: 'Home', email_address: '1015686@gmail.com', email_status: 'DND'}]",Miles,Miles John 15686,M,015686,TIN,15686,2017-09-21 19:01:39.973+0000,Java Test,John,"[{phone_type: 'work', phone_number: '1015686w'}, {phone_type: 'home', phone_number: '1015686h'}, {phone_type: 'cell', phone_number: '1015686c'}]",Mr,,,IL,61704,61704-1234
1064159,Line1-1064159,Apt 1064159,Apartment,false,Champaign,00,Java Test,2017-09-21 19:01:39.973+0000,"{'3c92b1a5-db2c-473e-8f67-fac4293f2a04', '8c4e5336-5f9a-4db4-87ce-a94d4a782897', 'afc19b4b-aa8d-49e9-940d-14348504719f'}",1064159,RCIF,A,Retail,07/12/1944,"[{email_type: 'work', email_address: '1064159@gmail.com', email_status: 'valid'}, {email_type: 'Home', email_address: '1064159@gmail.com', email_status: 'DND'}]",Angela,Angela Eliza 64159,F,064159,TIN,64159,2017-09-21 19:01:39.973+0000,Java Test,Eliza,"[{phone_type: 'work', phone_number: '1064159w'}, {phone_type: 'home', phone_number: '1064159h'}, {phone_type: 'cell', phone_number: '1064159c'}]",Ms,,,IL,16821,16821-1234
1004103,Line1-1004103,,Mobile,false,Plymouth,00,Java Test,2017-09-21 19:01:39.973+0000,"{'0b6c5433-b6e1-4298-9a24-6bfcea2282ac', 'd0471f04-fc77-4ce8-aa20-53da8b682a19', 'ee5bacbb-6d23-40c0-95b2-10c0003840a6'}",1004103,RCIF,A,Retail,06/10/1951,"[{email_type: 'work', email_address: '1004103@gmail.com', email_status: 'valid'}, {email_type: 'Home', email_address: '1004103@gmail.com', email_status: 'DND'}]",Marcus,Marcus Joseph 04103,M,004103,TIN,04103,2017-09-21 19:01:39.973+0000,Java Test,Joseph,"[{phone_type: 'work', phone_number: '1004103w'}, {phone_type: 'home', phone_number: '1004103h'}, {phone_type: 'cell', phone_number: '1004103c'}]",Mr,,,MN,55441,55441-1234
1004414,Line1-1004414,,Residence,true,Edina,00,Java Test,2017-09-21 19:01:39.973+0000,"{'0b734c2b-c417-48ec-aaa2-f64c54b2e900', '5566c182-521a-4fd3-acfb-4d4317c84b02', '68ecde8a-926f-47b4-a71c-9419fe321ded', '950833d2-490f-478a-84f4-a7a306c26551'}",1004414,RCIF,A,Retail,11/22/1995,"[{email_type: 'work', email_address: '1004414@gmail.com', email_status: 'valid'}, {email_type: 'Home', email_address: '1004414@gmail.com', email_status: 'DND'}]",Louisa,Louisa Amy 04414,F,004414,TIN,04414,2017-09-21 19:01:39.973+0000,Java Test,Amy,"[{phone_type: 'work', phone_number: '1004414w'}, {phone_type: 'home', phone_number: '1004414h'}, {phone_type: 'cell', phone_number: '1004414c'}]",Ms,,,MN,55435,55435-1234
1055663,Line1-1055663,,Mobile,false,Plymouth,00,Java Test,2017-09-21 19:01:39.973+0000,"{'19f6222c-30f4-4c4e-91de-741886f6631e', '88a3c71a-bc0f-41fc-b049-7b6ffc082ff9', 'a10b7223-d6a8-4d9d-a15e-1bc534bca80c'}",1055663,RCIF,A,Retail,06/10/1951,"[{email_type: 'work', email_address: '1055663@gmail.com', email_status: 'valid'}, {email_type: 'Home', email_address: '1055663@gmail.com', email_status: 'DND'}]",Marcus,Marcus Joseph 55663,M,055663,TIN,55663,2017-09-21 19:01:39.973+0000,Java Test,Joseph,"[{phone_type: 'work', phone_number: '1055663w'}, {phone_type: 'home', phone_number: '1055663h'}, {phone_type: 'cell', phone_number: '1055663c'}]",Mr,,,MN,55441,55441-1234
1051741,Line1-1051741,,Residence,true,Minneapolis,00,Java Test,2017-09-21 19:01:39.973+0000,"{'096f570d-4c4c-497f-bab4-f9b7a2477c19', 'c5ab175b-ae14-4751-b80e-47a064afa6e3', 'dfc8e435-38d4-4615-aaa6-29df577cb968'}",1051741,RCIF,A,Retail,07/14/1984,"[{email_type: 'work', email_address: '1051741@gmail.com', email_status: 'valid'}, {email_type: 'Home', email_address: '1051741@gmail.com', email_status: 'DND'}]",Catherine,Catherine Ann 51741,F,051741,TIN,51741,2017-09-21 19:01:39.973+0000,Java Test,Ann,"[{phone_type: 'work', phone_number: '1051741w'}, {phone_type: 'home', phone_number: '1051741h'}, {phone_type: 'cell', phone_number: '1051741c'}]",Ms,,,MN,55401,55401-1234
1035828,Line1-1035828,Apt 1035828,Apartment,false,Rockford,00,Java Test,2017-09-21 19:01:39.973+0000,"{'47c28346-9e30-465f-870f-1ce9a16def54', '567e95c7-4b4e-4aee-9df9-b0845e563f83', 'a8e1dcbb-2933-49d0-b009-cae051a572ab', 'f664d374-7b74-48d3-8380-e3cf18e43c35'}",1035828,RCIF,A,Retail,02/01/1994,"[{email_type: 'work', email_address: '1035828@gmail.com', email_status: 'valid'}, {email_type: 'Home', email_address: '1035828@gmail.com', email_status: 'DND'}]",Igor,Igor Golov 35828,M,035828,TIN,35828,2017-09-21 19:01:39.973+0000,Java Test,Golov,"[{phone_type: 'work', phone_number: '1035828w'}, {phone_type: 'home', phone_number: '1035828h'}, {phone_type: 'cell', phone_number: '1035828c'}]",Mr,,,MN,61101,61101-1234
1046590,Line1-1046590,,Residence,true,Chicago,00,Java Test,2017-09-21 19:01:39.973+0000,"{'13d3f05f-b2b3-4665-9da8-9f9e50ff9864', 'a66ea29f-d714-4f6e-9d95-7a8accc99bb6', 'f29dc03a-8ea5-4842-ba51-a3fad3a3b596'}",1046590,RCIF,A,Retail,08/19/1964,"[{email_type: 'work', email_address: '1046590@gmail.com', email_status: 'valid'}, {email_type: 'Home', email_address: '1046590@gmail.com', email_status: 'DND'}]",Jason,Jason Paul 46590,M,046590,TIN,46590,2017-09-21 19:01:39.973+0000,Java Test,Paul,"[{phone_type: 'work', phone_number: '1046590w'}, {phone_type: 'home', phone_number: '1046590h'}, {phone_type: 'cell', phone_number: '1046590c'}]",Mr,,,IL,60601,60601-1234
1092670,Line1-1092670,,Residence,true,Chicago,00,Java Test,2017-09-21 19:01:39.973+0000,"{'07fbdd80-5665-4ab8-99c4-655456e721f0', '2919d749-1061-48f9-8ec7-f8b399b3257d', '9dc23651-0ed1-45dd-952a-831fcb7c8e77', 'e6acf9bf-997b-45dd-9b62-25fcef337eab'}",1092670,RCIF,A,Retail,08/19/1964,"[{email_type: 'work', email_address: '1092670@gmail.com', email_status: 'valid'}, {email_type: 'Home', email_address: '1092670@gmail.com', email_status: 'DND'}]",Jason,Jason Paul 92670,M,092670,TIN,92670,2017-09-21 19:01:39.973+0000,Java Test,Paul,"[{phone_type: 'work', phone_number: '1092670w'}, {phone_type: 'home', phone_number: '1092670h'}, {phone_type: 'cell', phone_number: '1092670c'}]",Mr,,,IL,60601,60601-1234
1026520,Line1-1026520,,Residence,true,Chicago,00,Java Test,2017-09-21 19:01:39.973+0000,"{'57b55281-1372-4431-8dbe-85f0f579ba69', '622d76ab-6718-4707-ad28-d56949fdb515', 'd61e0515-a896-4a52-9a1f-4fa1cb377255'}",1026520,RCIF,A,Retail,08/19/1964,"[{email_type: 'work', email_address: '1026520@gmail.com', email_status: 'valid'}, {email_type: 'Home', email_address: '1026520@gmail.com', email_status: 'DND'}]",Jason,Jason Paul 26520,M,026520,TIN,26520,2017-09-21 19:01:39.973+0000,Java Test,Paul,"[{phone_type: 'work', phone_number: '1026520w'}, {phone_type: 'home', phone_number: '1026520h'}, {phone_type: 'cell', phone_number: '1026520c'}]",Mr,,,IL,60601,60601-1234
1079211,Line1-1079211,,Residence,true,Minneapolis,00,Java Test,2017-09-21 19:01:39.973+0000,"{'00a03709-f9db-474a-a09e-37ded27ba619', 'af296132-ff6a-4771-8e89-f6ce8eec33b0', 'ed214a84-19a0-41db-874f-30887c11ca8a'}",1079211,RCIF,A,Retail,07/14/1984,"[{email_type: 'work', email_address: '1079211@gmail.com', email_status: 'valid'}, {email_type: 'Home', email_address: '1079211@gmail.com', email_status: 'DND'}]",Catherine,Catherine Ann 79211,F,079211,TIN,79211,2017-09-21 19:01:39.973+0000,Java Test,Ann,"[{phone_type: 'work', phone_number: '1079211w'}, {phone_type: 'home', phone_number: '1079211h'}, {phone_type: 'cell', phone_number: '1079211c'}]",Ms,,,MN,55401,55401-1234
1064718,Line1-1064718,Apt 1064718,Apartment,false,Rockford,00,Java Test,2017-09-21 19:01:39.973+0000,"{'08793e9c-8e82-42dd-aef4-9198573397fa', '28a20132-f557-4005-a804-dbd52a19bff7', 'a8fb76e0-dcab-47f4-a7a2-c07fcc74f2a6'}",1064718,RCIF,A,Retail,02/01/1994,"[{email_type: 'work', email_address: '1064718@gmail.com', email_status: 'valid'}, {email_type: 'Home', email_address: '1064718@gmail.com', email_status: 'DND'}]",Igor,Igor Golov 64718,M,064718,TIN,64718,2017-09-21 19:01:39.973+0000,Java Test,Golov,"[{phone_type: 'work', phone_number: '1064718w'}, {phone_type: 'home', phone_number: '1064718h'}, {phone_type: 'cell', phone_number: '1064718c'}]",Mr,,,MN,61101,61101-1234
1095742,Line1-1095742,,Residence,true,St. Paul,00,Java Test,2017-09-21 19:01:39.973+0000,"{'bbb5ade7-b024-46ad-b88c-befd5d004b12', 'cc3a325a-ff7c-4852-a701-d15f33b86c13', 'f2d33d47-82ac-41ed-96cb-c5a818e1a807', 'f9323dc9-86f0-4e0f-b992-b2f99b6916d0'}",1095742,RCIF,A,Retail,01/20/2000,"[{email_type: 'work', email_address: '1095742@gmail.com', email_status: 'valid'}, {email_type: 'Home', email_address: '1095742@gmail.com', email_status: 'DND'}]",Esmeralda,Esmeralda Mary 95742,F,095742,TIN,95742,2017-09-21 19:01:39.973+0000,Java Test,Mary,"[{phone_type: 'work', phone_number: '1095742w'}, {phone_type: 'home', phone_number: '1095742h'}, {phone_type: 'cell', phone_number: '1095742c'}]",Ms,,,MN,55101,55101-1234
1026887,Line1-1026887,,Residence,true,Bloomington,00,Java Test,2017-09-21 19:01:39.973+0000,"{'32a6d0e0-54b0-42ce-91df-06a87338079c', '506b6f76-09c4-45a9-9be7-ada91c163d94', 'ce29ef70-1b45-42a0-979e-7bf17b317914'}",1026887,RCIF,A,Retail,11/29/1964,"[{email_type: 'work', email_address: '1026887@gmail.com', email_status: 'valid'}, {email_type: 'Home', email_address: '1026887@gmail.com', email_status: 'DND'}]",Luis,Luis Javier 26887,M,026887,TIN,26887,2017-09-21 19:01:39.973+0000,Java Test,Javier,"[{phone_type: 'work', phone_number: '1026887w'}, {phone_type: 'home', phone_number: '1026887h'}, {phone_type: 'cell', phone_number: '1026887c'}]",Mr,,,MN,55435,55435-1234
1015402,Line1-1015402,,Residence,true,St. Paul,00,Java Test,2017-09-21 19:01:39.973+0000,"{'44a80c41-2bd3-457f-b5c1-428d092f1ec5', '962f9541-c95a-4dc2-ba14-e5bae021e025', 'e61daed5-fedf-46b6-841f-191149f99958'}",1015402,RCIF,A,Retail,01/20/2000,"[{email_type: 'work', email_address: '1015402@gmail.com', email_status: 'valid'}, {email_type: 'Home', email_address: '1015402@gmail.com', email_status: 'DND'}]",Esmeralda,Esmeralda Mary 15402,F,015402,TIN,15402,2017-09-21 19:01:39.973+0000,Java Test,Mary,"[{phone_type: 'work', phone_number: '1015402w'}, {phone_type: 'home', phone_number: '1015402h'}, {phone_type: 'cell', phone_number: '1015402c'}]",Ms,,,MN,55101,55101-1234
1015720,Line1-1015720,,Residence,true,Chicago,00,Java Test,2017-09-21 19:01:39.973+0000,"{'5b1c989b-220e-4b33-88c7-397fa251ee57', '7f92f285-c58a-4fd8-9b2f-42746cf2e32d', 'da19bf6e-c639-4011-a0d7-a7d6e3baaef7'}",1015720,RCIF,A,Retail,08/19/1964,"[{email_type: 'work', email_address: '1015720@gmail.com', email_status: 'valid'}, {email_type: 'Home', email_address: '1015720@gmail.com', email_status: 'DND'}]",Jason,Jason Paul 15720,M,015720,TIN,15720,2017-09-21 19:01:39.973+0000,Java Test,Paul,"[{phone_type: 'work', phone_number: '1015720w'}, {phone_type: 'home', phone_number: '1015720h'}, {phone_type: 'cell', phone_number: '1015720c'}]",Mr,,,IL,60601,60601-1234
1057127,Line1-1057127,,Residence,true,Bloomington,00,Java Test,2017-09-21 19:01:39.973+0000,"{'1e15dcf6-8ace-40a1-bf5e-9168ed0b518c', '534eefac-2dcd-4f92-b12f-1870253b6628', 'dcf651d8-6600-452e-972f-a8f016ff09e9'}",1057127,RCIF,A,Retail,11/29/1964,"[{email_type: 'work', email_address: '1057127@gmail.com', email_status: 'valid'}, {email_type: 'Home', email_address: '1057127@gmail.com', email_status: 'DND'}]",Luis,Luis Javier 57127,M,057127,TIN,57127,2017-09-21 19:01:39.973+0000,Java Test,Javier,"[{phone_type: 'work', phone_number: '1057127w'}, {phone_type: 'home', phone_number: '1057127h'}, {phone_type: 'cell', phone_number: '1057127c'}]",Mr,,,MN,55435,55435-1234
1019123,Line1-1019123,,Mobile,false,Plymouth,00,Java Test,2017-09-21 19:01:39.973+0000,"{'aa45bf81-4e98-4d2d-9a2b-10140457c71c', 'aaec7107-752c-4287-96ad-41fb617ff4e5', 'bd1cb7a3-c3a8-4cc6-bce5-57b81d6bf7be'}",1019123,RCIF,A,Retail,06/10/1951,"[{email_type: 'work', email_address: '1019123@gmail.com', email_status: 'valid'}, {email_type: 'Home', email_address: '1019123@gmail.com', email_status: 'DND'}]",Marcus,Marcus Joseph 19123,M,019123,TIN,19123,2017-09-21 19:01:39.973+0000,Java Test,Joseph,"[{phone_type: 'work', phone_number: '1019123w'}, {phone_type: 'home', phone_number: '1019123h'}, {phone_type: 'cell', phone_number: '1019123c'}]",Mr,,,MN,55441,55441-1234
1021508,Line1-1021508,Apt 1021508,Apartment,false,Rockford,00,Java Test,2017-09-21 19:01:39.973+0000,"{'6c23485f-54b0-4d38-b7e3-a45d439de661', '84f25bdc-457e-4f87-a9ae-d9dcb390e157', 'e6fb8b7a-0a55-4f63-a377-66a9ddca6c8e'}",1021508,RCIF,A,Retail,02/01/1994,"[{email_type: 'work', email_address: '1021508@gmail.com', email_status: 'valid'}, {email_type: 'Home', email_address: '1021508@gmail.com', email_status: 'DND'}]",Igor,Igor Golov 21508,M,021508,TIN,21508,2017-09-21 19:01:39.973+0000,Java Test,Golov,"[{phone_type: 'work', phone_number: '1021508w'}, {phone_type: 'home', phone_number: '1021508h'}, {phone_type: 'cell', phone_number: '1021508c'}]",Mr,,,MN,61101,61101-1234
1030095,Line1-1030095,,Residence,true,Duluth,00,Java Test,2017-09-21 19:01:39.973+0000,"{'89e311a6-af53-4a0c-8fad-ac8bf6b89d16', '8ddfa9a1-52f0-43e0-a7ba-5b54419e118a', 'ae860107-54a0-4689-a919-397dbb4c3a3e'}",1030095,RCIF,A,Retail,12/13/1954,"[{email_type: 'work', email_address: '1030095@gmail.com', email_status: 'valid'}, {email_type: 'Home', email_address: '1030095@gmail.com', email_status: 'DND'}]",Julia,Julia Elizabeth 30095,F,030095,TIN,30095,2017-09-21 19:01:39.973+0000,Java Test,Elizabeth,"[{phone_type: 'work', phone_number: '1030095w'}, {phone_type: 'home', phone_number: '1030095h'}, {phone_type: 'cell', phone_number: '1030095c'}]",Ms,,,MN,55802,55802-1234
1026969,Line1-1026969,Apt 1026969,Apartment,false,Champaign,00,Java Test,2017-09-21 19:01:39.973+0000,"{'59b0433b-a03d-4428-aa8a-c9c644585c99', '70177509-47c6-47a2-b73f-c6cf6c77b311', '87efd920-f4c8-445d-a50c-1863dc342c79'}",1026969,RCIF,A,Retail,07/12/1944,"[{email_type: 'work', email_address: '1026969@gmail.com', email_status: 'valid'}, {email_type: 'Home', email_address: '1026969@gmail.com', email_status: 'DND'}]",Angela,Angela Eliza 26969,F,026969,TIN,26969,2017-09-21 19:01:39.973+0000,Java Test,Eliza,"[{phone_type: 'work', phone_number: '1026969w'}, {phone_type: 'home', phone_number: '1026969h'}, {phone_type: 'cell', phone_number: '1026969c'}]",Ms,,,IL,16821,16821-1234
1055742,Line1-1055742,,Residence,true,St. Paul,00,Java Test,2017-09-21 19:01:39.973+0000,"{'35357372-f6ae-4dcc-bc53-e9698b4cb607', 'a3aada37-c927-4802-8c41-1a8826a2c297', 'b0262077-02e6-4866-b610-32028a14f78c'}",1055742,RCIF,A,Retail,01/20/2000,"[{email_type: 'work', email_address: '1055742@gmail.com', email_status: 'valid'}, {email_type: 'Home', email_address: '1055742@gmail.com', email_status: 'DND'}]",Esmeralda,Esmeralda Mary 55742,F,055742,TIN,55742,2017-09-21 19:01:39.973+0000,Java Test,Mary,"[{phone_type: 'work', phone_number: '1055742w'}, {phone_type: 'home', phone_number: '1055742h'}, {phone_type: 'cell', phone_number: '1055742c'}]",Ms,,,MN,55101,55101-1234
1052308,Line1-1052308,Apt 1052308,Apartment,false,Rockford,00,Java Test,2017-09-21 19:01:39.973+0000,"{'7365283b-f64e-4f75-9a34-60b56b08b099', '9dc0e91f-d293-40ec-b8c3-c0ebc0ce90f6', 'cb2c685e-9d54-4a32-9f3f-b3a152f0a106'}",1052308,RCIF,A,Retail,02/01/1994,"[{email_type: 'work', email_address: '1052308@gmail.com', email_status: 'valid'}, {email_type: 'Home', email_address: '1052308@gmail.com', email_status: 'DND'}]",Igor,Igor Golov 52308,M,052308,TIN,52308,2017-09-21 19:01:39.973+0000,Java Test,Golov,"[{phone_type: 'work', phone_number: '1052308w'}, {phone_type: 'home', phone_number: '1052308h'}, {phone_type: 'cell', phone_number: '1052308c'}]",Mr,,,MN,61101,61101-1234
1028360,Line1-1028360,,Residence,true,Chicago,00,Java Test,2017-09-21 19:01:39.973+0000,"{'6df4ca82-eda4-4ae5-896d-7285b25c43c1', '9dc8f46d-66c7-4c19-842a-b4838700b85d', 'b4773e67-8b6e-4dfd-ab08-eb1557e00165'}",1028360,RCIF,A,Retail,08/19/1964,"[{email_type: 'work', email_address: '1028360@gmail.com', email_status: 'valid'}, {email_type: 'Home', email_address: '1028360@gmail.com', email_status: 'DND'}]",Jason,Jason Paul 28360,M,028360,TIN,28360,2017-09-21 19:01:39.973+0000,Java Test,Paul,"[{phone_type: 'work', phone_number: '1028360w'}, {phone_type: 'home', phone_number: '1028360h'}, {phone_type: 'cell', phone_number: '1028360c'}]",Mr,,,IL,60601,60601-1234
